NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
KOBASICA ČAJNA 300g GAVRILOVIĆ,90725254,GAVRILOVIĆ,0.30 kg,ko,7.99,26.63,,,7.99,3858892725849,HRANA
SALAMA ZIMSKA 300g GAVRILOVIĆ,90725256,GAVRILOVIĆ,0.30 kg,ko,11.59,38.63,,,11.59,3858892725719,HRANA
PALENTA INSTANT K PLUS 500g,90725553,K PLUS,0.50 kg,ko,0.89,1.78,,,0.95,3850334063120,HRANA
DAX GUMENE RUKAVICE L 2/1,90725625,DAX,2.00 ko,ko,1.59,0.8,,,1.59,3850334036599,PROIZVODI ZA KUĆANSTVO
DAX GUMENE RUKAVICE M 2/1,90725626,DAX,2.00 ko,ko,1.59,0.8,,,1.59,3850334036575,PROIZVODI ZA KUĆANSTVO
NAMAZ MARGARINSKI OMEGOL 225g,90725799,OMEGOL,0.23 kg,ko,2.49,11.07,,,2.25,3856015328625,HRANA
NJOKI MINUTE 500g KADICA,90725828,MINUTE,0.50 kg,ko,1.29,2.58,,,1.75,3850334044792,HRANA
NJOKI MINUTE 1000g,90725830,MINUTE,1.00 kg,ko,2.99,2.99,,,2.99,3850334044839,HRANA
TIJESTO FUSILLI 500g PASTA ZARA,90725840,PASTA ZARA,0.50 kg,ko,1.89,3.78,,,1.89,8004350130570,HRANA
KAŠA JEČMENA K PLUS 750g,90725924,K PLUS,0.75 kg,ko,0.85,1.13,,,0.85,3850334055170,HRANA
SIR KRAVLJI S TARTUFIMA 240g ZIGANTE,90725930,ZIGANTE,0.24 kg,ko,17.39,72.46,,,17.39,3858891982113,HRANA
SKUŠA FIL U BILJ ULJU 100g/70g EVA,90726049,EVA,0.07 kg,ko,4.09,58.43,,,2.79,3856020263034,HRANA
LIP BALM LABELLO ORIGINAL 4.8g,90726926,LABELLO,0.01 kg,ko,4.49,935.42,,,4.49,9005800362861,KOZMETIKA
LIP BALM LABELLO CHERRY SHINE 4.8g,90726936,LABELLO,0.01 kg,ko,5.59,1164.58,,,5.59,9005800362946,KOZMETIKA
MJEŠAVINA ČETIRI GODIŠNJA DOBA 400g,90730626,LEDO,0.40 kg,ko,3.59,8.98,,,3.59,3850116059754,HRANA
MJEŠAVINA PROVANSA 400G,90730629,LEDO,0.40 kg,ko,3.59,8.98,,,3.59,3850116059785,HRANA
MJEŠAVINA GURMAN 400g,90730631,LEDO,0.40 kg,ko,3.59,8.98,,,3.59,3850116059815,HRANA
POMMES EXTRA TANKI 600g,90730639,LEDO,0.60 kg,ko,4.89,8.17,,,4.89,3850116063867,HRANA
CORNFLAKES RISE&SMILE VR 500g,90730682,RISE&SMILE,0.50 kg,ko,1.99,3.98,,,1.99,3850334070609,HRANA
LIKER APEROL SPRITZ 3X0.2L,90730922,APEROL,0.60 l,ko,12.79,21.32,,,12.79,8002230340538,PIĆE
TUNA ODREZAK 250g WOFCO,90730929,WOFCO,0.25 kg,ko,7.29,29.16,,,7.29,8436565912380,HRANA
KREKER TUC PAPRIKA 100g,90063061,TUC,0.10 kg,ko,1.45,14.5,,,1.45,5410041435900,HRANA
FLIPS LUMPI KIKIRIKI 40G,90251886,LUMPI,0.04 kg,ko,0.37,9.25,,,0.29,3850334598776,HRANA
MILKSHAKE M-MINUTE MIX 20x230ml,90731087,MINUTE,4.60 l,ko,37.49,8.15,,,37.49,3838900829370,HRANA
DESERT KINDER COUNTRY T1 23.5g,90731123,FERRERO,0.02 kg,ko,1.09,46.38,,,0.99,40084176,HRANA
SLANINA BARANJSKA NAR 100g MA,90731253,BELJE,0.10 kg,ko,3.89,38.9,,,3.89,3850257053253,HRANA
KOLAČ DONUTS CHOCO CREAM 3/1 75g JAFFA,90731267,JAFFA,0.08 kg,ko,1.25,16.67,,,1.25,8600114010852,HRANA
SENDVIČ HIGH PROTEIN PURETINA 150g,90731567,EUROCHEF,0.15 kg,ko,4.39,29.27,,,4.39,8013554114491,HRANA
SENDVIČ HIGH PROTEIN TUNA 150g,90731569,EUROCHEF,0.15 kg,ko,4.39,29.27,,,4.39,8013554114507,HRANA
PILEĆA MINI KRILCA 450g,90732048,MEĐIMURSKO PILE,0.45 kg,ko,3.39,7.53,,,3.39,3850220408400,HRANA
PRŠUT DOBRO NAR 250g,90732052,DOBRO,0.25 kg,ko,10.99,43.96,,,10.99,3850133804115,HRANA
SKUŠA S POVRĆEM EVA 100g/70g,90732360,EVA,0.07 kg,ko,2.85,40.71,,,2.49,3856020263065,HRANA
MORTADELA 500g,90732460,NEGRONI,0.50 kg,ko,9.19,18.38,,,8.89,8028257001023,HRANA
MORTADELA S PISTACIOM 500g,90732463,NEGRONI,0.50 kg,ko,9.19,18.38,,,8.89,8028257011831,HRANA
ŠUNKA PUREĆA ISTRANKA NAR 100g,90732787,VINDON,0.10 kg,ko,3.19,31.9,,,3.19,3850159128929,HRANA
TP ZEWA DELUXE BRESKVA 3SL 8/1,90732971,ZEWA,8.00 ko,ko,3.49,0.44,,,3.49,7322541171791,TOALETNE POTREPŠTINE
TUNJ S POVRĆEM EVA 100g/51g,90733047,EVA,0.05 kg,ko,3.09,60.59,,,3.09,3856020263157,HRANA
PULLED BEEF 500g VAK PIK,90733481,PIK VRBOVEC,0.50 kg,ko,18.59,37.18,,,16.19,3850139282122,HRANA
WHISKAS TEMPTAT LOSOS 60g,90733600,WHISKAS,0.06 kg,ko,2.35,39.17,,,2.35,5998749146736,PROIZVODI ZA KUĆANSTVO
GAVELINO NADJEVENI,90733616,CEKIN,1.00 kg,kg,6.79,6.79,,,6.79,3850159113192,HRANA
MARIN PILE S BUČINIM SJEMENKAMA CCA1.6kg,90733825,MEĐIMURSKO PILE,1.00 kg,kg,6.09,6.09,,,6.09,3850220408622,HRANA
VODA NEGAZIRANA PROLOM 1.5L,90735139,PROLOM VODA,1.50 l,ko,2.59,1.73,,,2.59,8600169600022,PIĆE
ČETKICA COLG EXT CL S TVR 252 2/1,90739677,COLGATE,2.00 ko,ko,2.85,1.43,,,2.85,8714789732244,KOZMETIKA
ČEŠNJAK DOMAĆI 150 g,90744697,,0.15 kg,ko,2.05,13.67,,,1.79,3856028688686,HRANA
ŠAMPON AFR KOPR 950ml,90744832,AFRODITA,0.95 l,ko,6.59,6.94,,,5.99,3831070661672,KOZMETIKA
ŠUNKA PIK NATUR MA NAR 100g,90744857,PIK NATUR,0.10 kg,ko,3.09,30.9,,,3.09,3850139282139,HRANA
DET PERSIL GEL UNIV 0.99L=22PR,90744946,PERSIL,0.99 l,ko,10.19,10.29,,,11.99,9000101599060,SREDSTVA ZA ČIŠĆENJE
PIĆE NEG.ALOE VERA NATURAL ALOE 0.5 L ,90745040,TROPICAL,0.50 l,ko,3.19,6.38,,,3.19,8712857004606,PIĆE
PIĆE NEG.ALOE VERA MANGO 0.5 L,90745048,TROPICAL,0.50 l,ko,3.19,6.38,,,3.19,8712857007201,PIĆE
PUREĆI FILE OD PRSA 475g,90745156,VINDON,0.48 kg,ko,8.09,17.03,,,8.09,3850339402665,HRANA
DAX RUKAVICE NITRIL BEZ PUD CRN M 100/1,90745170,DAX,100.00 ko,ko,5.99,0.06,,,5.99,3850334070975,PROIZVODI ZA KUĆANSTVO
SUSHI SNIŽENJE GINGER,90745244,GINGER SUSHI,0.28 kg,ko,5,18.1,,,6.39,3859893601439,HRANA
BOMBON MR TWISTER VOĆNE KARAMELE 250g,90745535,MR TWISTER,0.25 kg,ko,1.85,7.4,,,1.85,3850334045690,HRANA
SAPUN OLEA CREAMY 100 g,90745921,OLEA,0.10 kg,ko,0.59,5.9,,,0.59,3850334071224,KOZMETIKA
PECIVO PUTER ŠTANGICE 3/1 180 g,90749652,PET MINUTA,0.18 kg,ko,2.49,13.83,,,2.49,3858885565612,HRANA
TUNJ FILET 100 g/70 g EVA,90749653,EVA,0.07 kg,ko,4.39,62.71,,,4.39,3856020263096,HRANA
NAMAZ FINESSE LJEŠNJAK 400 g,90749832,FINESSE,0.40 kg,ko,2.35,5.88,,,3.49,3838900834626,HRANA
NAMAZ FINESSE DUO LJEŠNJAK MLIJEKO 400 g,90749838,FINESSE,0.40 kg,ko,3.49,8.73,,,3.29,3838900834640,HRANA
INSTANT KAVA RITUAL CLASSIC 200 g,90749852,RITUAL,0.20 kg,ko,8.69,43.45,,,8.69,3850334083050,HRANA
KIKIRIKI HRUSTY PRŽENI SLANI 500 g,90749987,HRUSTY,0.50 kg,ko,2.85,5.7,,,2.85,3850334415172,HRANA
ANANAS,90750001,,1.00 kg,kg,2.39,2.39,,,2.99,3858885879498,HRANA
LOSOS FILET CHAIN NOR OCEAN 2x125 g,90750074,OCEAN,0.25 kg,ko,7.29,29.16,,,7.29,3850334098719,HRANA
NAMAZ NUTELLA 750 g,90750092,NUTELLA,0.75 kg,ko,9.89,13.19,,,9.19,80176800,HRANA
DOMESTOS PF FLORAL 700ml,90750202,DOMESTOS,0.70 l,ko,3.99,5.7,,,3.99,8720181345920,SREDSTVA ZA ČIŠĆENJE
KAVA CREMA MLJEV 3U1 9 g FRANCK,90750358,FRANCK CREMA,0.01 kg,ko,0.57,63.33,,,0.39,3850291054100,HRANA
TP ZEWA DELUXE BIJELA 3SL 8/1,90750566,ZEWA,8.00 ko,ko,3.49,0.44,,,3.49,7322541171739,TOALETNE POTREPŠTINE
ŠNICLE OD SV  KAREA RAW-ŠTILJ 400 g ,90750681,RAW ŠTILJ,0.40 kg,ko,3.59,8.98,,,3.59,3850334111227,HRANA
SIR TOPLJ LIST EMENTAL DELISO 200g,90750907,DELISO,0.20 kg,ko,2.29,11.45,,,2.29,3850334082626,HRANA
SIR TOPLJ LIST CHEDDAR DELISO 200g,90750917,DELISO,0.20 kg,ko,2.29,11.45,,,2.29,3850334082664,HRANA
ČIPI ČIPS SLANI 130 g,90751027,ČIPI ČIPS,0.13 kg,ko,2.75,21.15,,,2.75,3856021306501,HRANA
ČIPI ČIPS SVJ SIR I MLADI LUK 130 g,90751037,ČIPI ČIPS,0.13 kg,ko,2.75,21.15,,,2.75,3856021306662,HRANA
ČIPI ČIPS PAPRIKA 120 g ,90751044,ČIPI ČIPS,0.12 kg,ko,2.75,22.92,,,2.75,3856021306549,HRANA
CROISSANT 7DAYS MIDI SPUMANTE 60 g,90754776,CHIPITA,0.06 kg,ko,1.05,17.5,,,1.05,7622201391737,HRANA
COCKTAIL GIN & ROSE 0.5 L,90754796,JOHAN FREITAG,0.50 l,ko,2.65,5.3,,,2.49,4750142005741,PIĆE
COCKTAIL RTD ABSOLUT RAS LEMON 0.25L,90754892,ABSOLUT,0.25 l,ko,3.59,14.36,,,3.49,7312040323043,PIĆE
VISKI STAG HUNTER 0.7L,90754910,STAG HUNTER,0.70 l,ko,12.39,17.7,,,12.39,5021692450459,PIĆE
KOLAČ ŠNITA OD BANANA 250g,90754961,JOMO,0.25 kg,ko,3.09,12.36,,,3.09,9002287000903,HRANA
ČIPS DORITOS NACHO SIR 90g,90754984,DORITOS,0.09 kg,ko,2.49,27.67,,,2.49,8606017379393,HRANA
ČIPS DORITOS TACO PIKANTNI 90g,90754987,DORITOS,0.09 kg,ko,2.49,27.67,,,2.49,8606017379416,HRANA
ČIPS DORITOS LJUTA PAPRIKA 90g,90754989,DORITOS,0.09 kg,ko,2.49,27.67,,,2.49,8606017379423,HRANA
ČIPS DORITOS BARBECUE 90g,90754991,DORITOS,0.09 kg,ko,2.49,27.67,,,2.49,8606017379430,HRANA
KREMA NIVEA BABY SOFT 200 ml,90759670,NIVEA,0.20 l,ko,6.19,30.95,,,6.19,9005800369495,KOZMETIKA
GEL TUŠ NIVEA BABY HEAD TOE 200 ml,90759672,NIVEA,0.20 l,ko,6.59,32.95,,,6.59,9005800369099,KOZMETIKA
KRUH KUKURUZNI 600g PAK K PLUS,90759782,K PLUS,0.60 kg,ko,2.25,3.75,,,2.25,3850334108227,HRANA
KRUH SA SJEMENKAMA 500g PAK K PLUS,90759784,K PLUS,0.50 kg,ko,2.25,4.5,,,2.25,3850334108326,HRANA
SLAD CINQUE STELLE STRACCIAT 6x90 ml,90759858,SAMMONTANA,0.36 l,ko,7.29,20.27,,,7.29,8005840020623,HRANA
SLAD CINQUE STELLE VAN VIŠNJA 6x90 ml,90759865,SAMMONTANA,0.36 l,ko,7.29,20.27,,,7.29,8005840020593,HRANA
JOGURT JAGODA 1L TTOP Z BREGOV,90759912,Z BREGOV,1.00 l,ko,3.09,3.09,,,3.09,3850108037586,HRANA
TORTILJA ČIPS HRUSTY CHEESE 150 g,90759926,HRUSTY,0.15 kg,ko,1.09,7.27,,,1.09,8605028611416,HRANA
COCKTAIL GIN & TONIC 0.5 L,90764649,JOHAN FREITAG,0.50 l,ko,2.65,5.3,,,2.49,4750142005758,PIĆE
BISKVIT S LIMUNOM 8/1 200 G MR BROWNIE,90764695,MR BROWNIE,0.20 kg,ko,4.39,21.95,,,4.09,8411037892476,HRANA
BISKVIT ČOKO BROWNIE 8/1 200 g MR BROWNIE,90764706,MR BROWNIE,0.20 kg,ko,4.39,21.95,,,4.09,8411037800037,HRANA
SLAD QUATTRO COLORI ČOKOLADA 1500 ml,90764723,QUATTRO,1.50 l,ko,7.89,5.26,,,7.29,3850116064352,HRANA
SLAD QUATTRO COLORI VOĆE 1500 ml,90764739,QUATTRO,1.50 l,ko,7.89,5.26,,,7.29,3850116064321,HRANA
SLAD QUATTRO MINI PLAZMA 800 ml,90764742,QUATTRO,0.80 l,ko,6.09,7.61,,,6.09,3850116064383,HRANA
SLAD QUATTRO LINO LADA 1500 ml,90764757,QUATTRO,1.50 l,ko,9.09,6.06,,,9.09,3850116064239,HRANA
SLAD QUATTRO PLAZMA 1500 ml,90764762,QUATTRO,1.50 l,ko,9.09,6.06,,,9.09,3850116064291,HRANA
VINO MALVAZIJA DEKLIĆ VRH 0.75L,90764780,DEKLIĆ,0.75 l,ko,18.79,25.05,,,18.79,3857500030214,PIĆE
COCKT RTD PELIN SPRITZ LEMON 0.25L,90764796,BADEL 1862,0.25 l,ko,2.49,9.96,,,2.49,3850112143075,PIĆE
PAN PILEĆI FILET SEZAM 500 g CEKIN,90764858,CEKIN,0.50 kg,ko,7.99,15.98,,,7.69,3850159141201,HRANA
PANIRANI FILET ZABATKA 700 g CEKIN,90764862,CEKIN,0.70 kg,ko,9.39,13.43,,,6.49,3850159141195,HRANA
SLAD KING MAJESTIC 450ml,90764869,KING,0.45 l,ko,9.79,21.76,,,8.49,3850116064505,HRANA
SLAD KING OBSESSION 450 ml,90764876,KING,0.45 l,ko,9.79,21.76,,,8.49,3850116064475,HRANA
SLAD LEDO SILK MILK 65 ml,90764888,LEDO,0.07 l,ko,1.59,24.46,,,1.59,3850116064055,HRANA
SLAD LEDO KING SUPREME 100 ml,90764891,KING,0.10 l,ko,3.49,34.9,,,3.39,3850116064116,HRANA
SLAD LEDO KING SEDUCTION 100 ml,90764893,KING,0.08 l,ko,3.49,41.53,,,3.39,3850116064086,HRANA
SLAD LEDO PLAZMA CHEESECAKE 100 ml,90764895,LEDO,0.10 l,ko,2.45,24.5,,,2.45,3850116064260,HRANA
COCKTAIL BLUE LAGOON 0.33L NB,90764945,A LE COQ,0.33 l,ko,1.99,6.03,,,1.89,4740098002918,PIĆE
COCKTAIL RTD STOCK 84 & COLA 0.25L,90764956,STOCK,0.25 l,ko,2.99,11.96,,,2.99,8594005026087,PIĆE
ČIPS CHIO PAPRIKA 130 g,90764970,CHIO,0.13 kg,ko,2.75,21.15,,,2.75,3856021306709,HRANA
ČIPS CHIO SOUR CREAM&ONION 130 g,90764976,CHIO,0.13 kg,ko,2.75,21.15,,,2.75,3856021306747,HRANA
COCKT RTD PELIN SPRITZ ORANGE 0.25L,90765011,BADEL 1862,0.25 l,ko,2.49,9.96,,,2.49,3850112143099,PIĆE
AJVAR DOMAĆI BLAGI 550g DOORA,90765134,DOORA,0.55 kg,ko,10.79,19.62,,,10.79,3858894540334,HRANA
DESERT TORTICA LINO LADA 21 g KRAŠ,90765152,TORTICA,0.02 kg,ko,0.69,32.86,,,0.69,3850102008735,HRANA
ČOKOLADA DORINA JAGODA VANILIJA 95 g,90765218,DORINA,0.10 kg,ko,2.49,26.21,,,2.49,3850102009947,HRANA
COCKT RTD MALIBU STR DAIQUIRI 0.25L,90765273,MALIBU,0.25 l,ko,3.69,14.76,,,3.49,7312040340118,PIĆE
MARINIRANI PILEĆI MINI FILE 400g,90765298,PERUTNINA PT,0.40 kg,ko,7.39,18.48,,,7.39,3850220408806,HRANA
PARTY TRIK MIX 300 g,90769666,TRIK,0.30 kg,ko,2.49,8.3,,,2.25,8600462020954,HRANA
BUNDEVA LJUSKA SUHOPRŽ FP EC 200 g,90769722,EUROCOMPANY,0.20 kg,ko,2.75,13.75,,,2.75,3872084015686,HRANA
ORAH IND SUHOPRŽ SLANI FP EC 300 g,90769728,EUROCOMPANY,0.30 kg,ko,6.99,23.3,,,6.99,3872084015693,HRANA
ČIPS DORITOS SWEET CHILLI 90 g,90770009,DORITOS,0.09 kg,ko,2.49,27.67,,,2.49,8606017379409,HRANA
SIR TVRDI OVČJI 230g ŠPIN,90770460,ŠPIN,0.23 kg,ko,14.99,65.17,,,12.39,3858881196520,HRANA
SIR TVRDI KOLO 300g MIH,90770472,SIRANA MIH,0.30 kg,ko,9.79,32.63,,,9.79,3859891700929,HRANA
DESERT KINDER CARDS 25.6g,90770572,FERRERO,0.03 kg,ko,0.99,38.67,,,0.87,80874652,HRANA
PIVO FAVORIT 6PACK 0.5L LIM ,90770592,FAVORIT,0.50 l,ko,8.99,17.98,,,8.99,3850172200206,PIĆE
DESERT LEO MILKA 48 g,90770600,MILKA,0.05 kg,ko,1.59,33.12,,,1.59,7622202041495,HRANA
SALAMA UNGHERESE 80g NAR,90770662,CASA MODENA,0.08 kg,ko,2.39,29.88,,,2.39,8004225044230,HRANA
BRESAOLA 70g NAR,90770664,CASA MODENA,0.07 kg,ko,5.49,78.43,,,4.19,8004225108734,HRANA
MORTADELA BOLOGNA IGP 120g NAR,90770667,FRATELLI PARMIGIANI,0.12 kg,ko,2.75,22.92,,,2.75,8004225045664,HRANA
LARDO 90g NAR,90770669,FRATELLI PARMIGIANI,0.09 kg,ko,3.59,39.89,,,3.59,8007699009101,HRANA
SALANETTIS SORGER BITS KLASIK 80g,90770684,SORGER,0.08 kg,ko,3.09,38.63,,,3.09,9002055004546,HRANA
SALANETTIS SORGER BITS PIKANT 80g,90770688,SORGER,0.08 kg,ko,3.09,38.63,,,3.09,9002055004584,HRANA
KAMINWURZERL BLAGI SORGER 150g,90770702,SORGER,0.15 kg,ko,4.19,27.93,,,4.19,9002055107315,HRANA
ŽV GUMA ORBIT SPEARMINT BOČ 64 g,90770783,WRIGLEY,0.06 kg,ko,4.59,71.72,,,4.59,4009900537506,HRANA
ŽV GUMA ORBIT PEPERMINT BOČ 64 g,90770788,WRIGLEY,0.06 kg,ko,4.59,71.72,,,4.59,4009900550215,HRANA
ŽV GUMA AIRW EXTREME BOČ 64 g,90770792,WRIGLEY,0.06 kg,ko,4.59,71.72,,,4.59,4009900550208,HRANA
VODA MINERALNA JANA 5L,90774664,JANA,5.00 l,ko,3.79,0.76,,,3.79,3856028502937,PIĆE
PEDIGREE TASTY MINI SIR 140 g,90774740,PEDIGREE,0.14 kg,ko,2.75,19.64,,,2.75,5998749145333,PROIZVODI ZA KUĆANSTVO
PEDIGREE SP ADULT GOVED POVR 500 g,90774864,PEDIGREE,0.50 kg,ko,3.69,7.38,,,3.69,5900951310706,PROIZVODI ZA KUĆANSTVO
GEL TUŠ DOVE W SILKY VELVET 250 ml,90775013,DOVE,0.25 l,ko,2.99,11.96,,,2.99,8720181468513,KOZMETIKA
GEL TUŠ DOVE W HYDRATE 250 ml,90775038,DOVE,0.25 l,ko,2.99,11.96,,,2.99,8720181466489,KOZMETIKA
GEL TUŠ DOVE W DEEPLY NOURISH 225 ml,90775061,DOVE,0.23 l,ko,5.59,24.84,,,5.59,8720181457494,KOZMETIKA
PEDIGREE MP PIL POVR 100g VR,90775477,PEDIGREE,0.10 kg,ko,1.09,10.9,,,1.09,5900951312946,PROIZVODI ZA KUĆANSTVO
BRIJAČ WILK COMFORT 12/1,90775552,WILKINSON,12.00 ko,ko,2.35,0.2,,,2.35,4027800319107,KOZMETIKA
BRIJAČ WILK XTREME 3 12/1,90775559,WILKINSON,12.00 ko,ko,2.35,0.2,,,2.35,4027800110414,KOZMETIKA
KREKER RIŽA INTEG SLANI ACTIVE ZONE 50 g,90775589,ACTIVE ZONE,0.05 kg,ko,0.59,11.8,,,0.55,3838900838235,HRANA
KREKER KUKURUZNI SLANI ACTIVE ZONE 50 g,90775592,ACTIVE ZONE,0.05 kg,ko,0.59,11.8,,,0.55,3838900838242,HRANA
VODA PRIRODNA MINERALNA SARA RIVA 6L,90775619,RIVA,6.00 l,ko,2.05,0.34,,,2.05,3856028501992,PIĆE
PIVO KLAAS GREJP 0.5L LIM ,90775716,KLAAS,0.50 l,ko,1.05,2.1,,,1.05,3850334113740,PIĆE
ARIZONA RAŽNJIĆI FILEA PRSA,90775724,CEKIN,1.00 kg,kg,15.99,15.99,,,15.99,3850159150289,HRANA
RUČNIK NATUR JUMBO 350L 2SL 1/1,90779871,NATUR,1.00 ko,ko,4.59,4.59,,,4.59,3850334114334,PROIZVODI ZA KUĆANSTVO
KREKER RIŽA ACTIVE ZONE 120 g,90779998,ACTIVE ZONE,0.12 kg,ko,1.19,9.92,,,1.19,3838900837436,HRANA
KREKER RIŽA SLANI ACTIVE ZONE 120 g,90780001,ACTIVE ZONE,0.12 kg,ko,1.19,9.92,,,1.19,3838900837429,HRANA
PIRE VOĆNI POWER BIO 200 g O PLANT,90780052,O PLANT,0.20 kg,ko,2.45,12.25,,,2.45,3856020270575,HRANA
PIRE VOĆNI IMMUNO BIO 200 g O PLANT,90780056,O PLANT,0.20 kg,ko,2.45,12.25,,,2.45,3856020270605,HRANA
PIRE VOĆNI FOCUS BIO  200 g O PLANT,90780062,O PLANT,0.20 kg,ko,2.45,12.25,,,2.45,3856020270636,HRANA
PIRE VOĆNI RELAX BIO 200 g O PLANT,90780068,O PLANT,0.20 kg,ko,2.45,12.25,,,2.45,3856020270667,HRANA
PIRE VOĆNI GLOW BIO 200 g O PLANT,90780071,O PLANT,0.20 kg,ko,2.45,12.25,,,2.45,3856020270698,HRANA
PIRE VOĆNI REFRESH BIO 200 g O PLANT,90780076,O PLANT,0.20 kg,ko,2.45,12.25,,,2.45,3856020272548,HRANA
SPREJ AMBRE SOL SENS ADV SPF50+ 150 ml,90784691,GARNIER AMBRE SOLAIR,0.15 l,ko,23.49,156.6,,,23.49,3600542520423,KOZMETIKA
RUM BUMBU ORIGINAL 0.7 L,90784817,BUMBU,0.70 l,ko,48.99,69.99,,,48.99,0813497006215,PIĆE
VINO CHARDONNAY FRANKOVIĆ 0.75 L,90784877,FRANKOVIĆ,0.75 l,ko,17.39,23.19,,,17.39,3857500010346,PIĆE
VINO MALVAZIJA FRANKOVIĆ 0.75 L,90784878,FRANKOVIĆ,0.75 l,ko,16.19,21.59,,,16.19,3857500010308,PIĆE
NAPITAK POWERADE GOLDEN MANGO 0.5L,90784928,POWERADE,0.50 l,ko,2.05,4.1,,,2.05,5449000320988,PIĆE
GAZ PIĆE COCA COLA 0.3L PET ,90785019,COCA COLA,0.30 l,ko,1.19,3.97,,,1.19,,PIĆE
HRENOVKE WUDY KLASIK 300 g,90785362,WUDY,0.30 kg,ko,1.59,5.3,,,1.45,8008110040642,HRANA
MARINIRANI PILEĆI BATAK ZABATAK OTKOŠTENI RAW-ŠTILJ,90785367,RAW ŠTILJ,1.00 kg,kg,7.69,7.69,,,7.69,3850159155376,HRANA
SOMAT EXCELLENCE 4IN1 50TAB,90785419,SOMAT,50.00 ko,ko,30.99,0.62,,,30.99,9000101807998,SREDSTVA ZA ČIŠĆENJE
FINISH QUANTUM AIO LEMON 36TAB,90785458,FINISH ADW,36.00 ko,ko,20.99,0.58,,,20.99,5999109581532,SREDSTVA ZA ČIŠĆENJE
KRUH DOMAĆI MEDITERANEO 400 g DON DON,90789919,DON DON,0.40 kg,ko,2.95,7.38,,,2.95,3830085170483,HRANA
PIVO OSJEČKO CRNI RADLER 1664 0.5 l,90794807,OSJEČKO,0.50 l,ko,1.95,3.9,,,1.95,3858895010010,PIĆE
DŽEM K PLUS EXTRA MARELICA 350g,90794848,K PLUS,0.35 kg,ko,3.09,8.83,,,3.09,3850334111326,HRANA
DŽEM K PLUS EXTRA JAGODA 350g,90794852,K PLUS,0.35 kg,ko,3.09,8.83,,,3.09,3850334111456,HRANA
VREĆICA PAPIRNATA KONZUM,90794966,K PLUS,1.00 ko,ko,0.49,0.49,,,0.49,3850334113726,PROIZVODI ZA KUĆANSTVO
RUM CREAM BUMBU 0.7 l,90794973,BUMBU,0.70 l,ko,36.49,52.13,,,36.49,0813497006192,PIĆE
PROSECCO CUVEE VALDO DOC EDRY 0.75 l,90794979,VALDO,0.75 l,ko,14.79,19.72,,,14.79,8002335620061,PIĆE
PROSECCO ROSE VALDO DOC BRUT 0.75 l,90794984,VALDO,0.75 l,ko,17.19,22.92,,,17.19,8002335650068,PIĆE
KOBASICA DALMATINSKA 200 g VP PIVAC,90795026,PIVAC,0.20 kg,ko,4.09,20.45,,,4.09,3858881616264,HRANA
MIX NESCAFE FRAPPE 3U1 15g,90795083,NESCAFE,0.02 kg,ko,0.37,24.67,,,0.37,8445291182646,HRANA
MASLAC ALPINETTA 250 g,90795150,ALPINETTA,0.25 kg,ko,2.99,11.96,,,2.99,4006496018129,HRANA
PECIVO HAMBI SA SEZAMOM 2/1 170 g DON,90795493,DON DON,0.17 kg,ko,1.49,8.76,,,1.49,3858885565636,HRANA
TORTILJA ČIPS HRUSTY 150g,90799779,HRUSTY,0.15 kg,ko,1.09,7.27,,,1.09,8605028610730,HRANA
PECIVO KAJZERICA PAK 200 g PIK RIJEKA,90800116,PIK RIJEKA,0.20 kg,ko,1.55,7.75,,,1.59,3850135242694,HRANA
MIX NES CL 3U1 15.5 g,90800121,NESCAFE,0.02 kg,ko,0.37,23.87,,,0.37,8445291259331,HRANA
COCKT RTD PELIN&TONIK 0.33 L,90800155,MARASKA,0.33 l,ko,2.79,8.45,,,2.35,3850158510305,PIĆE
KEKS DOMAĆICA EXTRA CHOCO VR 220g,90800550,DOMAĆICA,0.22 kg,ko,4.39,19.95,,,3.19,3850102009640,HRANA
VREĆA SMEĆE HD RUČ 10L 40/1 DAX,90800588,DAX,1.00 ko,ko,0.73,0.73,,,0.73,3850334101549,PROIZVODI ZA KUĆANSTVO
VREĆA SMEĆE MD VEZ 45L 20/1 DAX,90800592,DAX,20.00 ko,ko,2.35,0.12,,,2.35,3850334315328,PROIZVODI ZA KUĆANSTVO
VREĆA SMEĆE LD VEZ EST 60 L 25/1 DAX,90800599,DAX,25.00 ko,ko,3.69,0.15,,,3.69,3850334101839,PROIZVODI ZA KUĆANSTVO
VREĆA SMEĆE LD 150 L 10/1 DAX,90800601,DAX,10.00 ko,ko,2.09,0.21,,,2.09,3850334102560,PROIZVODI ZA KUĆANSTVO
MIX NESCAFE CL 3U1 10/1 155g VR,90804745,NESCAFE,0.16 kg,ko,3.69,23.81,,,3.69,8445291261044,HRANA
LOKARDA FILETI U BILJ ULJU 110g/77g ADRIA MARE,90804819,ADRIA MARE,0.08 kg,ko,2.49,32.34,,,2.09,3850334428370,HRANA
