ID naselja,Naziv naselja,Eksterni ID naselja,ID općine,Naziv općine,Eksterni ID općine,ID županije,Naziv županije,Eksterni ID županije
56227,Eržišće,56227,4324,Sveta Nedelja,4324,18,Istarska,18
16535,Fabci,16535,4979,Višnjan,4979,18,Istarska,18
16543,Fajerovec,16543,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
16551,Falašćak,16551,3808,Samobor,3808,1,Zagrebačka,1
16560,Falinić Breg,16560,485,Cestica,485,5,Varaždinska,5
16578,Farini,16578,4979,Višnjan,4979,18,Istarska,18
16586,Farkaševac,16586,1147,Farkaševac,1147,1,Zagrebačka,1
16594,Farkaševec Samoborski,16594,3808,Samobor,3808,1,Zagrebačka,1
16608,Fažana,16608,5029,Vodnjan,5029,18,Istarska,18
16616,Fažonci,16616,558,Čabar,558,8,Primorsko-goranska,8
16624,Ferbežari,16624,558,Čabar,558,8,Primorsko-goranska,8
16632,Ferdinandovac,16632,1155,Ferdinandovac,1155,6,Koprivničko-križevačka,6
16659,Ferenci,16659,3158,Ozalj,3158,4,Karlovačka,4
16667,Ferenci,16667,4987,Vižinada,4987,18,Istarska,18
16675,Ferežani,16675,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
16683,Feričanci,16683,1163,Feričanci,1163,14,Osječko-baranjska,14
16691,Ferketinec,16691,3425,Podturen,3425,20,Međimurska,20
16705,Ferovac,16705,2216,Kutjevo,2216,11,Požeško-slavonska,11
16713,Festinec,16713,1350,Gradec,1350,1,Zagrebačka,1
16721,Filipana,16721,2542,Marčana,2542,18,Istarska,18
16730,Filipi,16730,4987,Vižinada,4987,18,Istarska,18
16748,Filipići,16748,2895,Novi Marof,2895,5,Varaždinska,5
16756,Filipini,16756,3484,Poreč,3484,18,Istarska,18
16764,Filipovac,16764,2313,Lipik,2313,11,Požeško-slavonska,11
16772,Filipovići,16772,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
16799,Filozići,16799,523,Cres,523,8,Primorsko-goranska,8
16802,Finčevec,16802,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
16829,Finida,16829,4685,Umag,4685,18,Istarska,18
16837,Fiorini,16837,400,Brtonigla,400,18,Istarska,18
16845,Flengi,16845,4316,Sveti Lovreč,4316,18,Istarska,18
16853,Florijan,16853,1872,Klanjec,1872,2,Krapinsko-zagorska,2
16861,Fodrovec Riječki,16861,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
16870,Foli,16870,4359,Svetvinčenat,4359,18,Istarska,18
16896,Forčići,16896,434,Buzet,434,18,Istarska,18
16900,Forkuševci,16900,4944,Viškovci,4944,14,Osječko-baranjska,14
16918,Fotez Breg,16918,809,Donja Voća,809,5,Varaždinska,5
16926,Frančići,16926,4324,Sveta Nedelja,4324,18,Istarska,18
16934,Franovići,16934,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
16969,Frata,16969,3484,Poreč,3484,18,Istarska,18
16977,Fratrovci,16977,302,Bosiljevo,302,4,Karlovačka,4
16985,Fratrovci Ozaljski,16985,3158,Ozalj,3158,4,Karlovačka,4
16993,Frkanovec,16993,4405,Sveti Juraj Na Bregu,4405,20,Međimurska,20
17019,Frkašić,17019,4677,Udbina,4677,9,Ličko-senjska,9
17027,Frketić Selo,17027,2810,Netretić,2810,4,Karlovačka,4
17035,Frkljevci,17035,3344,Pleternica,3344,11,Požeško-slavonska,11
17043,Frkuljevec Mihovljanski,17043,2658,Mihovljan,2658,2,Krapinsko-zagorska,2
17051,Frkuljevec Peršaveški,17051,2488,Mače,2488,2,Krapinsko-zagorska,2
17060,Frnjolići,17060,4316,Sveti Lovreč,4316,18,Istarska,18
17078,Fučkovac,17078,302,Bosiljevo,302,4,Karlovačka,4
17086,Fuka,17086,1350,Gradec,1350,1,Zagrebačka,1
17094,Funtana,17094,6297,Funtana - Fontane,6297,18,Istarska,18
75787,Funtana,75787,3786,Saborsko,3786,4,Karlovačka,4
17108,Furjanići,17108,3158,Ozalj,3158,4,Karlovačka,4
17116,Fuškulin,17116,3484,Poreč,3484,18,Istarska,18
17124,Fužine,17124,1171,Fužine,1171,8,Primorsko-goranska,8
17132,Gabajeva Greda,17132,1457,Hlebine,1457,6,Koprivničko-križevačka,6
17159,Gaber,17159,701,Desinić,701,2,Krapinsko-zagorska,2
17167,Gabonjin,17167,744,Dobrinj,744,8,Primorsko-goranska,8
17175,Gaboš,17175,6106,Markušica,6106,16,Vukovarsko-srijemska,16
17183,Gabrili,17183,1988,Konavle,1988,19,Dubrovačko-neretvanska,19
17191,Gabrilovac,17191,1066,Đurđenovac,1066,14,Osječko-baranjska,14
17205,Gabrovec,17205,3522,Pregrada,3522,2,Krapinsko-zagorska,2
17213,Gačeša Selo,17213,5037,Vojnić,5037,4,Karlovačka,4
17221,Gačice,17221,1562,Ivanec,1562,5,Varaždinska,5
17230,Gaćelezi,17230,5002,Vodice,5002,15,Šibensko-kninska,15
17248,Gaćeško Selo,17248,78,Barilovići,78,4,Karlovačka,4
17256,Gaćište,17256,4243,Suhopolje,4243,10,Virovitičko-podravska,10
17264,Gage,17264,1023,Dvor,1023,3,Sisačko-moslavačka,3
17272,Gaj,17272,2313,Lipik,2313,11,Požeško-slavonska,11
17299,Gaj,17299,5088,Vrbovec,5088,1,Zagrebačka,1
75477,Gajac,75477,2887,Novalja,2887,9,Ličko-senjska,9
75485,Gajac,75485,3166,Pag,3166,13,Zadarska,13
17329,Gajana,17329,5029,Vodnjan,5029,18,Istarska,18
17337,Gajec,17337,1333,Grad Zagreb,1333,22,Grad Zagreb,22
17345,Gajić,17345,914,Draž,914,14,Osječko-baranjska,14
17353,Gajine,17353,841,Donji Lapac,841,9,Ličko-senjska,9
17361,Gala,17361,3140,Otok,3140,17,Splitsko-dalmatinska,17
17370,Galezova Draga,17370,3158,Ozalj,3158,4,Karlovačka,4
17388,Galgovo,17388,3808,Samobor,3808,1,Zagrebačka,1
17396,Galin,17396,3158,Ozalj,3158,4,Karlovačka,4
17400,Galižana,17400,5029,Vodnjan,5029,18,Istarska,18
17418,Galovac,17418,248,Bjelovar,248,7,Bjelovarsko-bilogorska,7
17426,Galovac,17426,5711,Galovac,5711,13,Zadarska,13
17434,Galovec,17434,2003,Konjščina,2003,2,Krapinsko-zagorska,2
17442,Galovec Začretski,17442,4308,Sveti Križ Začretje,4308,2,Krapinsko-zagorska,2
17469,Galović Selo,17469,990,Duga Resa,990,4,Karlovačka,4
17477,Gambetići,17477,4979,Višnjan,4979,18,Istarska,18
17485,Gamboci,17485,426,Buje,426,18,Istarska,18
17493,Garbina,17493,3484,Poreč,3484,18,Istarska,18
17507,Garčin,17507,1180,Garčin,1180,12,Brodsko-posavska,12
17515,Gardinovec,17515,159,Belica,159,20,Međimurska,20
17523,Gardun,17523,4600,Trilj,4600,17,Splitsko-dalmatinska,17
17531,Garešnica,17531,1198,Garešnica,1198,7,Bjelovarsko-bilogorska,7
17540,Garešnički Brestovac,17540,1198,Garešnica,1198,7,Bjelovarsko-bilogorska,7
17558,Garica,17558,5070,Vrbnik,5070,8,Primorsko-goranska,8
17566,Garjak,17566,5134,Vrlika,5134,17,Splitsko-dalmatinska,17
17574,Gašinci,17574,3816,Satnica Đakovačka,3816,14,Osječko-baranjska,14
17582,Gašparci,17582,698,Delnice,698,8,Primorsko-goranska,8
17604,Gat,17604,167,Belišće,167,14,Osječko-baranjska,14
17612,Gata,17612,3000,Omiš,3000,17,Splitsko-dalmatinska,17
17639,Gazije,17639,1163,Feričanci,1163,14,Osječko-baranjska,14
17647,Gdinj,17647,1716,Jelsa,1716,17,Splitsko-dalmatinska,17
17655,Gečkovec,17655,1562,Ivanec,1562,5,Varaždinska,5
17663,Gedići,17663,3484,Poreč,3484,18,Istarska,18
17671,Gejkovac,17671,5037,Vojnić,5037,4,Karlovačka,4
17680,Generalski Stol,17680,1201,Generalski Stol,1201,4,Karlovačka,4
17698,Gerovo,17698,558,Čabar,558,8,Primorsko-goranska,8
17701,Gerovo Tounjsko,17701,5576,Tounj,5576,4,Karlovačka,4
17710,Gerovski Kraj,17710,558,Čabar,558,8,Primorsko-goranska,8
17728,Gezinci,17728,2712,Podravska Moslavina,2712,14,Osječko-baranjska,14
17736,Giletinci,17736,469,Cernik,469,12,Brodsko-posavska,12
17744,Gizdavac,17744,876,Muć,876,17,Splitsko-dalmatinska,17
17752,Gladovec Kravarski,17752,5452,Kravarsko,5452,1,Zagrebačka,1
17779,Gladovec Pokupski,17779,5444,Pokupsko,5444,1,Zagrebačka,1
17787,Glavace,17787,3131,Otočac,3131,9,Ličko-senjska,9
17795,Glavani,17795,60,Barban,60,18,Istarska,18
75531,Glavani,75531,5380,Kostrena,5380,8,Primorsko-goranska,8
17809,Glavat,17809,2267,Lastovo,2267,19,Dubrovačko-neretvanska,19
17817,Glavica,17817,302,Bosiljevo,302,4,Karlovačka,4
17825,Glavica,17825,3182,Pakrac,3182,11,Požeško-slavonska,11
76210,Glavica,76210,4251,Sukošan,4251,13,Zadarska,13
17833,Glavice,17833,3891,Sinj,3891,17,Splitsko-dalmatinska,17
17841,Glavičani,17841,1023,Dvor,1023,3,Sisačko-moslavačka,3
17850,Glavina Donja,17850,1554,Imotski,1554,17,Splitsko-dalmatinska,17
17868,Glavina Gornja,17868,1554,Imotski,1554,17,Splitsko-dalmatinska,17
17876,Glavnica Donja,17876,1333,Grad Zagreb,1333,22,Grad Zagreb,22
17884,Glavnica Gornja,17884,1333,Grad Zagreb,1333,22,Grad Zagreb,22
17892,Glavničica,17892,1333,Grad Zagreb,1333,22,Grad Zagreb,22
17906,Glibodol,17906,370,Brinje,370,9,Ličko-senjska,9
17914,Glina,17914,1210,Glina,1210,3,Sisačko-moslavačka,3
17922,Glinice,17922,493,Cetingrad,493,4,Karlovačka,4
17949,Glinska Poljana,17949,3280,Petrinja,3280,3,Sisačko-moslavačka,3
17957,Glinsko Vrelo,17957,4006,Slunj,4006,4,Karlovačka,4
18058,Gljev,18058,3891,Sinj,3891,17,Splitsko-dalmatinska,17
17965,Globočec,17965,2569,Marija Bistrica,2569,2,Krapinsko-zagorska,2
17973,Globočec Ludbreški,17973,2445,Ludbreg,2445,5,Varaždinska,5
17981,Glogovac,17981,2020,Koprivnički Bregi,2020,6,Koprivničko-križevačka,6
17990,Glogovec Zagorski,17990,4669,Tuhelj,4669,2,Krapinsko-zagorska,2
18007,Glogovica,18007,3387,Podcrkavlje,3387,12,Brodsko-posavska,12
18015,Glogovo,18015,1317,Gračac,1317,13,Zadarska,13
18031,Glušci,18031,2640,Metković,2640,19,Dubrovačko-neretvanska,19
18040,Glušinja,18040,5401,Žumberak,5401,1,Zagrebačka,1
18066,Gnojnice,18066,493,Cetingrad,493,4,Karlovačka,4
18074,Godinjak,18074,4189,Staro Petrovo Selo,4189,12,Brodsko-posavska,12
18104,Gojanec,18104,4723,Varaždin,4723,5,Varaždinska,5
18112,Gojkovac,18112,493,Cetingrad,493,4,Karlovačka,4
18139,Gojlo,18139,2208,Kutina,2208,3,Sisačko-moslavačka,3
18147,Gola,18147,1228,Gola,1228,6,Koprivničko-križevačka,6
18155,Golaš,18155,51,Bale,51,18,Istarska,18
18163,Golenić,18163,3956,Slatina,3956,10,Virovitičko-podravska,10
18171,Goleši Žumberački,18171,3158,Ozalj,3158,4,Karlovačka,4
18180,Goli Breg,18180,1333,Grad Zagreb,1333,22,Grad Zagreb,22
18198,Goli Vrh,18198,1902,Klinča Sela,1902,1,Zagrebačka,1
18201,Goli Vrh,18201,5363,Rakovec,5363,1,Zagrebačka,1
18210,Goli Vrh Netretićki,18210,2810,Netretić,2810,4,Karlovačka,4
18228,Goli Vrh Ozaljski,18228,3158,Ozalj,3158,4,Karlovačka,4
18236,Golik,18236,698,Delnice,698,8,Primorsko-goranska,8
18244,Goliki,18244,388,Brod Moravice,388,8,Primorsko-goranska,8
18252,Golinci,18252,868,Donji Miholjac,868,14,Osječko-baranjska,14
18279,Golinja,18279,5100,Gvozd,5100,3,Sisačko-moslavačka,3
18414,Goljak,18414,1694,Jastrebarsko,1694,1,Zagrebačka,1
18449,Goljak Klanječki,18449,1872,Klanjec,1872,2,Krapinsko-zagorska,2
18287,Golo Brdo,18287,1775,Kaptol,1775,11,Požeško-slavonska,11
18295,Golo Brdo,18295,4910,Virovitica,4910,10,Virovitičko-podravska,10
18309,Golobrdac,18309,469,Cernik,469,12,Brodsko-posavska,12
18317,Golobrdci,18317,3514,Požega,3514,11,Požeško-slavonska,11
18325,Gologorica,18325,477,Cerovlje,477,18,Istarska,18
18333,Gologorički Dol,18333,477,Cerovlje,477,18,Istarska,18
18341,Golovik,18341,2739,Mošćenička Draga,2739,8,Primorsko-goranska,8
18350,Golubić,18350,1961,Knin,1961,15,Šibensko-kninska,15
18368,Golubić,18368,2968,Obrovac,2968,13,Zadarska,13
18376,Golubići,18376,3042,Oprtalj,3042,18,Istarska,18
18384,Golubići,18384,3808,Samobor,3808,1,Zagrebačka,1
18392,Golubinjak,18392,710,Dežanovac,710,7,Bjelovarsko-bilogorska,7
18406,Golubovac Divuški,18406,1023,Dvor,1023,3,Sisačko-moslavačka,3
18457,Gomirje,18457,5096,Vrbovsko,5096,8,Primorsko-goranska,8
18465,Gondolići,18465,2224,Labin,2224,18,Istarska,18
18473,Gonjeva,18473,1902,Klinča Sela,1902,1,Zagrebačka,1
18481,Gora,18481,3280,Petrinja,3280,3,Sisačko-moslavačka,3
18490,Gora Glušići,18490,2224,Labin,2224,18,Istarska,18
18503,Gora Košnička,18503,701,Desinić,701,2,Krapinsko-zagorska,2
18511,Gora Veternička,18511,5541,Novi Golubovec,5541,2,Krapinsko-zagorska,2
18520,Gorači,18520,558,Čabar,558,8,Primorsko-goranska,8
18538,Goranec,18538,1333,Grad Zagreb,1333,22,Grad Zagreb,22
18546,Goranec,18546,1899,Klenovnik,1899,5,Varaždinska,5
18554,Gorani,18554,3930,Skrad,3930,8,Primorsko-goranska,8
18562,Gorenci,18562,5096,Vrbovsko,5096,8,Primorsko-goranska,8
18589,Gorica,18589,60,Barban,60,18,Istarska,18
18597,Gorica,18597,990,Duga Resa,990,4,Karlovačka,4
18619,Gorica,18619,3166,Pag,3166,13,Zadarska,13
18627,Gorica,18627,3662,Rasinja,3662,6,Koprivničko-križevačka,6
18635,Gorica,18635,4251,Sukošan,4251,13,Zadarska,13
18643,Gorica Jamnička,18643,3310,Pisarovina,3310,1,Zagrebačka,1
18651,Gorica Lipnička,18651,5568,Ribnik,5568,4,Karlovačka,4
18660,Gorica Miholečka,18660,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
18678,Gorica Skradska,18678,3930,Skrad,3930,8,Primorsko-goranska,8
18686,Gorica Svetojanska,18686,1694,Jastrebarsko,1694,1,Zagrebačka,1
18694,Gorica Valpovačka,18694,167,Belišće,167,14,Osječko-baranjska,14
18708,Gorice,18708,5681,Dragalić,5681,12,Brodsko-posavska,12
18716,Gorice,18716,3948,Skradin,3948,15,Šibensko-kninska,15
18724,Goričan,18724,1236,Goričan,1236,20,Međimurska,20
18732,Goričanec,18732,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
18759,Goričanovec,18759,1082,Đurmanec,1082,2,Krapinsko-zagorska,2
18767,Goričica,18767,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
18775,Goričice Dobranske,18775,1201,Generalski Stol,1201,4,Karlovačka,4
18783,Goričine,18783,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
18791,Gorička,18791,1023,Dvor,1023,3,Sisačko-moslavačka,3
18805,Goričko,18805,2038,Koprivnički Ivanec,2038,6,Koprivničko-križevačka,6
18813,Gorići,18813,3131,Otočac,3131,9,Ličko-senjska,9
18821,Gorinci,18821,1201,Generalski Stol,1201,4,Karlovačka,4
18830,Goriš,18830,4448,Šibenik,4448,15,Šibensko-kninska,15
18848,Gorjakovo,18848,3522,Pregrada,3522,2,Krapinsko-zagorska,2
18856,Gorjani,18856,1244,Gorjani,1244,14,Osječko-baranjska,14
18864,Gorjani Sutinski,18864,3646,Radoboj,3646,2,Krapinsko-zagorska,2
18872,Gorkovec,18872,1872,Klanjec,1872,2,Krapinsko-zagorska,2
18899,Gorniki Vivodinski,18899,3158,Ozalj,3158,4,Karlovačka,4
18902,Gornja Bačuga,18902,3280,Petrinja,3280,3,Sisačko-moslavačka,3
18929,Gornja Batina,18929,5266,Zlatar,5266,2,Krapinsko-zagorska,2
18937,Gornja Bebrina,18937,1856,Klakar,1856,12,Brodsko-posavska,12
18945,Gornja Bistra,18945,5479,Bistra,5479,1,Zagrebačka,1
18953,Gornja Brckovčina,18953,2143,Križevci,2143,6,Koprivničko-križevačka,6
18961,Gornja Brela,18961,779,Brela,779,17,Splitsko-dalmatinska,17
18970,Gornja Brusovača,18970,5037,Vojnić,5037,4,Karlovačka,4
18988,Gornja Bučica,18988,1210,Glina,1210,3,Sisačko-moslavačka,3
18996,Gornja Čemernica,18996,5100,Gvozd,5100,3,Sisačko-moslavačka,3
19003,Gornja Dobra,19003,3930,Skrad,3930,8,Primorsko-goranska,8
19011,Gornja Drenova,19011,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
19020,Gornja Dubrava,19020,6041,Gornji Mihaljevec,6041,20,Međimurska,20
19038,Gornja Garešnica,19038,183,Berek,183,7,Bjelovarsko-bilogorska,7
19046,Gornja Glina,19046,4006,Slunj,4006,4,Karlovačka,4
19054,Gornja Glogovnica,19054,2143,Križevci,2143,6,Koprivničko-križevačka,6
19062,Gornja Gračenica,19062,3476,Popovača,3476,3,Sisačko-moslavačka,3
19089,Gornja Greda,19089,337,Brckovljani,337,1,Zagrebačka,1
19097,Gornja Jagodnja,19097,3441,Polača,3441,13,Zadarska,13
19119,Gornja Jelenska,19119,3476,Popovača,3476,3,Sisačko-moslavačka,3
19127,Gornja Konjščina,19127,2003,Konjščina,2003,2,Krapinsko-zagorska,2
19135,Gornja Kovačica,19135,4804,Veliki Grđevac,4804,7,Bjelovarsko-bilogorska,7
19143,Gornja Krašićevica,19143,698,Delnice,698,8,Primorsko-goranska,8
19151,Gornja Kupčina,19151,1694,Jastrebarsko,1694,1,Zagrebačka,1
19160,Gornja Lamana Draga,19160,388,Brod Moravice,388,8,Primorsko-goranska,8
19178,Gornja Letina,19178,4260,Sunja,4260,3,Sisačko-moslavačka,3
19186,Gornja Lomnica,19186,5410,Velika Gorica,5410,1,Zagrebačka,1
19194,Gornja Meminska,19194,5550,Majur,5550,3,Sisačko-moslavačka,3
19208,Gornja Mlinoga,19208,3280,Petrinja,3280,3,Sisačko-moslavačka,3
19216,Gornja Močila,19216,3654,Rakovica,3654,4,Karlovačka,4
19224,Gornja Motičina,19224,5762,Donja Motičina,5762,14,Osječko-baranjska,14
19232,Gornja Nugla,19232,434,Buzet,434,18,Istarska,18
19259,Gornja Obreška,19259,1937,Kloštar Ivanić,1937,1,Zagrebačka,1
19267,Gornja Obrijež,19267,3182,Pakrac,3182,11,Požeško-slavonska,11
19275,Gornja Oraovica,19275,1023,Dvor,1023,3,Sisačko-moslavačka,3
19283,Gornja Pačetina,19283,2119,Krapina,2119,2,Krapinsko-zagorska,2
19291,Gornja Pastuša,19291,3280,Petrinja,3280,3,Sisačko-moslavačka,3
19305,Gornja Petrička,19305,1619,Ivanska,1619,7,Bjelovarsko-bilogorska,7
19313,Gornja Pištana,19313,3077,Orahovica,3077,10,Virovitičko-podravska,10
19321,Gornja Plemenšćina,19321,3522,Pregrada,3522,2,Krapinsko-zagorska,2
19330,Gornja Ploča,19330,2402,Lovinac,2402,9,Ličko-senjska,9
19348,Gornja Ploščica,19348,5657,Velika Trnovitica,5657,7,Bjelovarsko-bilogorska,7
19356,Gornja Podgora,19356,795,Donja Stubica,795,2,Krapinsko-zagorska,2
19364,Gornja Poljana,19364,4731,Varaždinske Toplice,4731,5,Varaždinska,5
19372,Gornja Purgarija,19372,1902,Klinča Sela,1902,1,Zagrebačka,1
19399,Gornja Pušća,19399,3620,Pušća,3620,1,Zagrebačka,1
19402,Gornja Rašenica,19402,1392,Grubišno Polje,1392,7,Bjelovarsko-bilogorska,7
19429,Gornja Reka,19429,1694,Jastrebarsko,1694,1,Zagrebačka,1
19437,Gornja Rijeka,19437,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
19445,Gornja Selnica,19445,5266,Zlatar,5266,2,Krapinsko-zagorska,2
19453,Gornja Stranica,19453,5568,Ribnik,5568,4,Karlovačka,4
19461,Gornja Stubica,19461,1252,Gornja Stubica,1252,2,Krapinsko-zagorska,2
19470,Gornja Stupnica,19470,1023,Dvor,1023,3,Sisačko-moslavačka,3
19488,Gornja Suvaja,19488,1317,Gračac,1317,13,Zadarska,13
19496,Gornja Šemnica,19496,3646,Radoboj,3646,2,Krapinsko-zagorska,2
19500,Gornja Šumetlica,19500,3182,Pakrac,3182,11,Požeško-slavonska,11
19518,Gornja Šušnjara,19518,4502,Štefanje,4502,7,Bjelovarsko-bilogorska,7
19526,Gornja Tijarica,19526,4600,Trilj,4600,17,Splitsko-dalmatinska,17
19534,Gornja Topličica,19534,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
19542,Gornja Trebinja,19542,1791,Karlovac,1791,4,Karlovačka,4
19569,Gornja Trnovitica,19569,5657,Velika Trnovitica,5657,7,Bjelovarsko-bilogorska,7
19577,Gornja Trstenica,19577,5100,Gvozd,5100,3,Sisačko-moslavačka,3
19585,Gornja Vas,19585,3808,Samobor,3808,1,Zagrebačka,1
19593,Gornja Velešnja,19593,833,Donji Kukuruzari,833,3,Sisačko-moslavačka,3
19607,Gornja Velika,19607,3565,Preseka,3565,1,Zagrebačka,1
19615,Gornja Velika,19615,4057,Sokolovac,4057,6,Koprivničko-križevačka,6
19623,Gornja Visočka,19623,4006,Slunj,4006,4,Karlovačka,4
19631,Gornja Višnjica,19631,2291,Lepoglava,2291,5,Varaždinska,5
19640,Gornja Vlahinićka,19640,4774,Velika Ludina,4774,3,Sisačko-moslavačka,3
19658,Gornja Voća,19658,809,Donja Voća,809,5,Varaždinska,5
19666,Gornja Vrba,19666,5690,Gornja Vrba,5690,12,Brodsko-posavska,12
19674,Gornja Vrijeska,19674,1058,Đulovac,1058,7,Bjelovarsko-bilogorska,7
19682,Gornja Vrućica,19682,6017,Trpanj,6017,19,Dubrovačko-neretvanska,19
19704,Gornja Zdenčina,19704,1902,Klinča Sela,1902,1,Zagrebačka,1
19712,Gornja Žrvnica,19712,493,Cetingrad,493,4,Karlovačka,4
19739,Gornjaki,19739,1465,Hrašćina,1465,2,Krapinsko-zagorska,2
19747,Gornjaki,19747,3565,Preseka,3565,1,Zagrebačka,1
19755,Gornje Bazje,19755,2453,Lukač,2453,10,Virovitičko-podravska,10
19763,Gornje Biljane,19763,175,Benkovac,175,13,Zadarska,13
19771,Gornje Brezno,19771,1520,Hum Na Sutli,1520,2,Krapinsko-zagorska,2
19780,Gornje Bukovlje,19780,1201,Generalski Stol,1201,4,Karlovačka,4
19798,Gornje Ceranje,19798,175,Benkovac,175,13,Zadarska,13
19801,Gornje Cjepidlake,19801,1058,Đulovac,1058,7,Bjelovarsko-bilogorska,7
19810,Gornje Dubrave,19810,2976,Ogulin,2976,4,Karlovačka,4
19828,Gornje Dvorišće,19828,337,Brckovljani,337,1,Zagrebačka,1
19836,Gornje Gnojnice,19836,493,Cetingrad,493,4,Karlovačka,4
19844,Gornje Igrane,19844,3395,Podgora,3395,17,Splitsko-dalmatinska,17
19852,Gornje Jame,19852,1210,Glina,1210,3,Sisačko-moslavačka,3
19879,Gornje Jesenje,19879,5525,Jesenje,5525,2,Krapinsko-zagorska,2
19887,Gornje Komarevo,19887,3913,Sisak,3913,3,Sisačko-moslavačka,3
19895,Gornje Kusonje,19895,4995,Voćin,4995,10,Virovitičko-podravska,10
19909,Gornje Ladanje,19909,4863,Vinica,4863,5,Varaždinska,5
19917,Gornje Makojišće,19917,2895,Novi Marof,2895,5,Varaždinska,5
19925,Gornje Mokrice,19925,3280,Petrinja,3280,3,Sisačko-moslavačka,3
19933,Gornje Mrzlo Polje Mrežn.,19933,990,Duga Resa,990,4,Karlovačka,4
75094,Gornje Obuljeno,75094,981,Dubrovnik,981,19,Dubrovačko-neretvanska,19
19941,Gornje Ogorje,19941,876,Muć,876,17,Splitsko-dalmatinska,17
19950,Gornje Orešje,19950,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
19968,Gornje Planjane,19968,4693,Unešić,4693,15,Šibensko-kninska,15
48402,Gornje Plavnice,48402,248,Bjelovar,248,7,Bjelovarsko-bilogorska,7
19976,Gornje Podbablje,19976,3379,Podbablje,3379,17,Splitsko-dalmatinska,17
19984,Gornje Podotočje,19984,5410,Velika Gorica,5410,1,Zagrebačka,1
19992,Gornje Pokupje,19992,3158,Ozalj,3158,4,Karlovačka,4
20001,Gornje Postinje,20001,876,Muć,876,17,Splitsko-dalmatinska,17
20010,Gornje Predrijevo,20010,4073,Sopje,4073,10,Virovitičko-podravska,10
20028,Gornje Prekrižje,20028,5339,Krašić,5339,1,Zagrebačka,1
20036,Gornje Prilišće,20036,2810,Netretić,2810,4,Karlovačka,4
20044,Gornje Primišlje,20044,4006,Slunj,4006,4,Karlovačka,4
20052,Gornje Psarjevo,20052,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
20079,Gornje Rašćane,20079,5118,Vrgorac,5118,17,Splitsko-dalmatinska,17
20087,Gornje Raštane,20087,4286,Sveti Filip I Jakov,4286,13,Zadarska,13
76605,Gornje Rovišće,76590,3751,Rovišće,3751,7,Bjelovarsko-bilogorska,7
20095,Gornje Selište,20095,1210,Glina,1210,3,Sisačko-moslavačka,3
20109,Gornje Selo,20109,4472,Šolta,4472,17,Splitsko-dalmatinska,17
20117,Gornje Sitno,20117,4090,Split,4090,17,Splitsko-dalmatinska,17
20125,Gornje Stative,20125,1791,Karlovac,1791,4,Karlovačka,4
20133,Gornje Taborište,20133,1210,Glina,1210,3,Sisačko-moslavačka,3
20141,Gornje Taborište,20141,4006,Slunj,4006,4,Karlovačka,4
20150,Gornje Tihovo,20150,698,Delnice,698,8,Primorsko-goranska,8
20168,Gornje Utore,20168,4693,Unešić,4693,15,Šibensko-kninska,15
20176,Gornje Viljevo,20176,2836,Nova Bukovica,2836,10,Virovitičko-podravska,10
20184,Gornje Vinovo,20184,4693,Unešić,4693,15,Šibensko-kninska,15
20192,Gornje Vratno,20192,485,Cestica,485,5,Varaždinska,5
20206,Gornje Vrhovine,20206,5126,Vrhovine,5126,9,Ličko-senjska,9
20214,Gornje Zagorje,20214,2976,Ogulin,2976,4,Karlovačka,4
20222,Gornje Zdelice,20222,1767,Kapela,1767,7,Bjelovarsko-bilogorska,7
20249,Gornji Andrijevci,20249,3883,Sibinj,3883,12,Brodsko-posavska,12
20257,Gornji Babin Potok,20257,4553,Plitvička Jezera,4553,9,Ličko-senjska,9
20265,Gornji Bitelić,20265,1481,Hrvace,1481,17,Splitsko-dalmatinska,17
20273,Gornji Bjelovac,20273,833,Donji Kukuruzari,833,3,Sisačko-moslavačka,3
20281,Gornji Bogićevci,20281,1279,Gornji Bogićevci,1279,12,Brodsko-posavska,12
20290,Gornji Borki,20290,3905,Sirač,3905,7,Bjelovarsko-bilogorska,7
20303,Gornji Budački,20303,2160,Krnjak,2160,4,Karlovačka,4
20311,Gornji Bukovac Žakanjski,20311,5304,Žakanje,5304,4,Karlovačka,4
20320,Gornji Cerovac,20320,4006,Slunj,4006,4,Karlovačka,4
20338,Gornji Cerovljani,20338,1490,Hrvatska Dubica,1490,3,Sisačko-moslavačka,3
20346,Gornji Crnogovci,20346,4189,Staro Petrovo Selo,4189,12,Brodsko-posavska,12
